uniprot_id,logFC,CI.L,CI.R,average_intensity,t,B,P.Value,adj.P.Val,sig.PVal,sig.FDR,pi_score,sig_pi,contrast,gene,protein,description
A0A0B4J2D5,-0.1653430341717801,-0.4743792239809279,0.14369315563736773,25.274415423736762,-1.07854656937262,-4.589642169192443,0.28671873790203056,0.8730117501266066,-0,-0,0.8133812211923548,0,Training_HR,GATD3B,GAL3B_HUMAN,"Glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial"
A0FGR8,-0.11112320735704273,-0.4289345291646418,0.20668811445055635,16.590297677452522,-0.7048516858159141,-4.647025077075209,0.4846496566622964,0.8959175163263119,-0,-0,0.9226643494219945,0,Training_HR,ESYT2,ESYT2_HUMAN,Extended synaptotagmin-2
A1L0T0,0.12542718882296455,-0.3314500793146413,0.5823044569605704,16.91177702685348,0.5534599080541245,-4.663718651219333,0.5827819458773176,0.911979882741206,0,0,0.9345188975539747,0,Training_HR,ILVBL,ILVBL_HUMAN,Acetolactate synthase-like protein
A5A3E0,-1.2248652414270005,-2.429467543776176,-0.02026293907782528,18.95903868270272,-2.049928200815318,-4.346678654686144,0.046428968170233155,0.8086174727393486,-1,-0,0.02328071026262895,-1,Training_HR,POTEF,POTEF_HUMAN,POTE ankyrin domain family member F
A5D6W6,0.2791548649414821,-0.3903897158867594,0.9486994457697236,16.517671900834095,0.8405426016527441,-4.628798363644317,0.4052003415556369,0.8959175163263119,0,0,0.7771039505467084,0,Training_HR,FITM1,FITM1_HUMAN,Fat storage-inducing transmembrane protein 1
A5YM72,0.26961061367580896,-0.21820584263458942,0.7574270699862073,21.457245816495146,1.1142292786933736,-4.5830082613775955,0.2712988734200604,0.8676225759975816,0,0,0.7034796923653539,0,Training_HR,CARNS1,CRNS1_HUMAN,Carnosine synthase 1
A6NCE7,-0.7330017387763519,-1.1610063024541273,-0.30499717509857643,19.07444148917453,-3.4526347188903936,-3.8409274511104816,0.0012482472738690163,0.8086174727393486,-1,-0,0.007440177731927987,-1,Training_HR,MAP1LC3B2,MP3B2_HUMAN,Microtubule-associated proteins 1A/1B light chain 3 beta 2
A6NDG6,0.14092340293008476,-0.1823087637409052,0.46415556960107474,22.74165228943097,0.8788826430760873,-4.623102529718547,0.3842813357205531,0.8959175163263119,0,0,0.8739113196962417,0,Training_HR,PGP,PGP_HUMAN,Glycerol-3-phosphate phosphatase
A6NNS2,-0.4399607301212072,-0.9516051864540144,0.07168372621160002,22.539665876917454,-1.733563161205924,-4.438898308696737,0.09007859085841131,0.8086174727393486,-1,-0,0.3467963745852797,0,Training_HR,DHRS7C,DRS7C_HUMAN,Dehydrogenase/reductase SDR family member 7C
A8MU46,-0.2013628380827086,-0.7237050299411073,0.3209793537756901,23.34641323499387,-0.7771739675226988,-4.6376882693057935,0.44126182316021834,0.8959175163263119,-0,-0,0.8481155962783353,0,Training_HR,SMTNL1,SMTL1_HUMAN,Smoothelin-like protein 1
A8MXV4,0.08272588880378606,-0.2809067276311038,0.44635850523867593,15.647378070464386,0.45860728630240916,-4.672182903150256,0.648793342395315,0.9192189947880932,0,0,0.964842296444002,0,Training_HR,NUDT19,NUD19_HUMAN,Nucleoside diphosphate-linked moiety X motif 19
E9PAV3,0.16510776215756096,-0.15793931483510298,0.4881548391502249,21.756840039748134,1.0303007469776848,-4.598301254382858,0.3085485947800297,0.8773205879667283,0,0,0.8235374587669703,0,Training_HR,NACA,NACAM_HUMAN,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form"
L0R6Q1,0.19505808388174728,-0.28704072836520067,0.6771568961286952,16.34565368526171,0.8156839567786646,-4.632364237500927,0.4191245568673987,0.8959175163263119,0,0,0.8439854704558635,0,Training_HR,SLC35A4,S35U4_HUMAN,SLC35A4 upstream open reading frame protein
O00151,-0.16833033493208305,-0.8312620952234221,0.494601425359256,22.550052989071816,-0.5119028999056621,-4.667617698315995,0.6113078631452415,0.9185041799382297,-0,-0,0.9204942314108744,0,Training_HR,PDLIM1,PDLI1_HUMAN,PDZ and LIM domain protein 1
O00159,-0.1597435461813781,-0.6333439640239005,0.3138568716611443,20.130687986146878,-0.6799943005667325,-4.650030764800442,0.500110782493588,0.8959175163263119,-0,-0,0.8952158657634831,0,Training_HR,MYO1C,MYO1C_HUMAN,Unconventional myosin-Ic
O00168,-0.10351545218322755,-0.6280594890706417,0.4210285847041866,16.67645659407217,-0.3978480718796398,-4.67678402492969,0.6926877828014146,0.9205553093078295,-0,-0,0.962704872931806,0,Training_HR,FXYD1,PLM_HUMAN,Phospholemman
O00186,-3.0283291445698524e-4,-0.4210922026016876,0.42048653677277364,18.91221769139217,-0.0014508828417624077,-4.690843505522362,0.9988489961492408,0.9988489961492408,-0,-0,0.999999651237458,0,Training_HR,STXBP3,STXB3_HUMAN,Syntaxin-binding protein 3
O00217,0.36306311020047133,-0.06827996677015047,0.7944061871710931,22.286683048398558,1.6968885532008995,-4.448844900050025,0.0968623904896406,0.8127565247163403,1,0,0.4284600631243639,0,Training_HR,NDUFS8,NDUS8_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial"
O00231,0.010512018723844108,-0.24360571959231347,0.2646297570400017,20.405610229397652,0.0833899059021936,-4.6902240816670755,0.9339230736645602,0.9777166310992125,0,0,0.9992816438598612,0,Training_HR,PSMD11,PSD11_HUMAN,26S proteasome non-ATPase regulatory subunit 11
O00232,-0.17638564283901204,-0.46266042610926583,0.10988914043124176,20.10218683059008,-1.2420597177826127,-4.5576632097978145,0.220851901298708,0.8576336379935318,-0,-0,0.7661412719510533,0,Training_HR,PSMD12,PSD12_HUMAN,26S proteasome non-ATPase regulatory subunit 12
O00233,-0.4250787748392497,-0.8861013169197303,0.03594376724123077,17.97926504942943,-1.8588369097777089,-4.403719259127994,0.06982328459267882,0.8086174727393486,-1,-0,0.322558917617923,0,Training_HR,PSMD9,PSMD9_HUMAN,26S proteasome non-ATPase regulatory subunit 9
O00264,0.3615105800724159,-0.2553247187425417,0.9783458788873735,20.661284580267907,1.1815329071598737,-4.569969375955502,0.24380973254301785,0.8630497035157887,0,0,0.6003609901743465,0,Training_HR,PGRMC1,PGRC1_HUMAN,Membrane-associated progesterone receptor component 1
