"uniprot_id","protein","gene","description","gene_symbol","S03_T1","S10_T1","S16_T1","S22_T1","S24_T1","S27_T1","S28_T1","S04_T1","S05_T1","S06_T1","S12_T1","S14_T1","S17_T1","S21_T1","S30_T1","S03_T2","S10_T2","S16_T2","S22_T2","S24_T2","S27_T2","S29_T2","S04_T2","S05_T2","S06_T2","S12_T2","S14_T2","S17_T2","S21_T2","S30_T2","S03_T3","S10_T3","S16_T3","S22_T3","S24_T3","S27_T3","S29_T3","S04_T3","S05_T3","S06_T3","S12_T3","S14_T3","S17_T3","S21_T3","S30_T3","logFC","CI.L","CI.R","average_intensity","t","B","P.Value","adj.P.Val","sig.PVal","sig.FDR","pi_score","sig_pi"
"A0FGR8","ESYT2_HUMAN","ESYT2","Extended synaptotagmin-2","=""ESYT2""",NA,NA,NA,NA,16.8519936230236,NA,17.2139581278296,16.6271803370063,16.6667658526368,NA,NA,16.4283936848223,NA,16.7187379999098,16.4135813006207,NA,NA,16.7067905708327,16.7952551389714,NA,16.5194670413921,NA,16.1837688987969,15.8315662559098,16.0798751615064,16.3859336756316,17.004985856421,NA,15.775823741436,NA,16.7928075461458,17.4433947223821,16.6678782431871,16.1071575022783,NA,17.0925960853131,NA,17.2026384405275,NA,NA,NA,17.0011918007579,NA,NA,16.2863182466591,0.0138517998348,-0.594055574935786,0.621759174605386,16.6165858272499,0.0472638648907836,-4.87043914570531,0.962730680105782,0.998236511784299,0,0,0.999474025214277,0
"A1L0T0","ILVBL_HUMAN","ILVBL","Acetolactate synthase-like protein","=""ILVBL""",NA,NA,NA,16.9166914316906,16.716432164454,NA,NA,NA,16.6577374798172,NA,NA,NA,NA,NA,17.3454986624752,NA,NA,17.3035149871394,17.0503845252479,NA,NA,NA,15.4654583426892,NA,17.3176881793064,NA,16.7374311568761,NA,NA,16.9108671182902,17.0284037661095,18.6120326441224,15.459038202913,17.364046882218,17.2469196515995,NA,NA,NA,NA,16.8731977366069,NA,NA,NA,NA,17.2385420325337,0.205420058929281,-1.11092499381467,1.52176511167323,16.9555226449464,0.332752145110925,-4.79684795101567,0.743947234919015,0.955055320997122,0,0,0.941048870094267,0
"A5D6W6","FITM1_HUMAN","FITM1","Fat storage-inducing transmembrane protein 1","=""FITM1""",NA,16.6105573340311,NA,16.139094147208,NA,15.7178469170497,16.2947350372638,16.8214494963932,16.0927694479649,16.571755020541,15.9158258648461,16.0790162867461,17.7190292685259,NA,16.3491107941261,17.3527984861504,17.2726521359959,14.920100179817,17.5070967411864,17.0028601780488,NA,15.3595519582928,18.7044624839206,16.2929664701513,18.0153880750885,16.8491351389053,NA,NA,16.3009547631054,15.3525912225609,16.9722214052818,NA,16.3647428627011,17.4077488383044,16.2496929960823,16.746691755378,NA,16.1674562502194,15.4382139953245,16.3420671430702,16.1023728021347,NA,16.3593143349642,NA,NA,0.760785512322295,-0.219954970754042,1.74152599539863,16.5270384797388,1.58224413852401,-4.33364485647832,0.123766471157347,0.755435097182377,0,0,0.204016604359677,0
"A5YM72","CRNS1_HUMAN","CARNS1","Carnosine synthase 1","=""CARNS1""",22.3943552915843,20.7816832736641,21.7574870268634,22.6575402763691,20.2419193194284,21.5089018556211,21.1931617548069,20.5833444049186,20.8076482770088,20.5947866695651,21.0931452756107,21.5280132761106,21.7445684470512,NA,21.5579823185883,21.4601354028418,21.4377965072685,22.7585008525274,22.163058202186,21.435933499653,21.7691203960278,21.4315594336886,21.7465376666839,21.5465718720432,21.4459785994384,21.4165493981253,21.962264780192,22.2844439024938,21.028511850652,21.3480577417545,21.755465323678,20.9335588121441,22.1843221346784,21.9651660255723,20.5421338331173,21.4185223505416,21.513640862718,21.30911125632,21.2828380816483,20.8393948412946,21.4782285942273,21.284415783064,21.5784070984532,NA,21.342795921604,0.178050211508843,-0.358882022296256,0.714982445313943,21.4676176393448,0.669726755927235,-4.89268700319507,0.506792695774211,0.901569237772434,0,0,0.886022969576397,0
"A6NCE7","MP3B2_HUMAN","MAP1LC3B2","Microtubule-associated proteins 1A/1B light chain 3 beta 2","=""MAP1LC3B2""",19.6379851004717,18.8380826251014,NA,19.5034990483041,18.6883501551698,19.7560517425464,18.880063594779,19.2777329211644,19.1250752470955,19.5079964522673,19.0389412289563,19.7637195827497,19.9040276675513,19.1435218844982,18.2821894597843,18.1984223963771,19.3274956343936,18.4841421648981,18.8789252290423,17.3505573175524,18.2743471603478,18.71941837773,18.9856324831994,18.9822929021439,18.9750456882481,18.5601863533986,19.3375816002227,19.6200317929908,19.3266543293269,18.8631536683041,19.2817058842368,19.6590535720641,19.065031308691,19.3378026443735,19.7321758087199,19.5204522863593,19.0849409618994,18.6095770311406,19.187138291231,19.0143219313784,18.576848725536,19.3910259417008,19.3087033773056,19.5367905377789,18.8993337417533,0.308851935936385,-0.145525360932037,0.763229232804807,19.0780914966542,1.37180810750143,-4.4902198780411,0.177418763403887,0.779416190646404,0,0,0.586208425875718,0
"A6NDG6","PGP_HUMAN","PGP","Glycerol-3-phosphate phosphatase","=""PGP""",22.4071717981557,22.859143477244,22.7755395649866,23.1878064961531,22.0798814153713,22.773465500462,22.6801388410838,22.4570716696569,23.0433854802805,22.9182551345658,22.6839223906069,22.9689420580538,23.081473652326,22.7112330672235,22.9927206194807,22.6901087084523,22.5140777629322,23.1775135493141,23.3520055827792,23.086002873482,22.802372695252,22.0132660157238,22.7111036473155,23.0014465597611,22.938939925095,22.4800470090103,22.6926556325918,22.620875219086,22.5562025128872,23.0402275511981,22.6005914431727,22.1287319465173,22.6895158318189,22.805838334928,22.1521102099147,22.3385417018835,23.222698094115,22.6026570993883,23.1247021886734,22.9117857947498,22.7422849588488,22.6899809318537,23.0624069624297,22.4988010850432,22.8692477051115,-0.250088541321389,-0.594985095934074,0.0948080132912951,22.7497086821996,-1.46239433804018,-4.41735555699031,0.150915582544885,0.763960435841899,0,0,0.623176123232213,0
"A6NNS2","DRS7C_HUMAN","DHRS7C","Dehydrogenase/reductase SDR family member 7C","=""DHRS7C""",23.6705770163566,22.8159444945193,23.535062460871,23.1383156432318,22.2045265564948,22.4050650818413,22.8449585984837,22.5817978426665,22.8179889251818,22.9033393584124,23.3609305482069,22.0524352808335,22.805170604281,23.2614934500027,22.2726258672702,22.1993934593056,22.1870683749176,23.1758600152183,21.9417493982806,22.6450925271703,23.175980241031,22.0034803086203,21.5697747392416,23.015270897867,22.5622142634267,22.9125082351162,22.1017333805147,23.0230010679292,22.3015340780009,21.9359325403686,22.3206539459629,21.4202518169857,23.1933208806379,22.5497295948092,21.9236990424694,23.1973970514721,22.0761525170939,22.9591095573328,22.7548858753883,22.8499869443142,22.0359473794272,21.7939222307176,22.2317093792377,22.4615459029944,21.5139440209955,0.0557130515427566,-0.490984125874886,0.602410228960399,22.5489573643445,0.205527374437807,-5.02944227156234,0.838131573010472,0.980829997943494,0,0,0.990210412253367,0
"A8MU46","SMTL1_HUMAN","SMTNL1","Smoothelin-like protein 1","=""SMTNL1""",22.7665307348506,23.5762485372118,24.3124681863382,24.8713414500762,23.9239020462424,23.2258907666882,23.9503904107271,23.5702983948915,23.7761413991102,23.304018853818,22.974093499664,23.167736507586,22.6046238132949,23.7167331824149,22.6447567040572,23.5963086290874,23.5199664106928,23.4472956394882,24.4811817827787,23.2575179169974,22.9424814005687,23.9419848014543,23.3088323626394,22.7567939919588,23.3437028538397,23.1773142363599,22.1733513206008,23.8200740150777,23.3275362061266,23.6124584774639,23.5737158767829,21.7380899490834,23.288803321309,23.9618904483864,23.1723021093069,23.1634256130934,23.0643180048236,23.34126933273,23.4815084282109,23.4161269458717,23.2305477365212,22.3672035103108,23.3638966406695,23.082725270382,23.5071297081899,-0.08257718583571,-0.63384027986582,0.4686859081944,23.352109498395,-0.30210695217126,-5.01464833785216,0.764029284716773,0.95902284393213,0,0,0.978019588326907,0
"A8MXV4","NUD19_HUMAN","NUDT19","Nucleoside diphosphate-linked moiety X motif 19","=""NUDT19""",NA,NA,NA,NA,16.4649291633352,NA,NA,NA,NA,NA,NA,15.3261299928079,NA,NA,15.5050612936255,NA,NA,16.4134155086755,15.5044235672122,NA,NA,16.1101424040986,NA,14.8418404744811,16.1835449415736,15.4954835425607,NA,15.2669064650205,NA,16.5830426724161,NA,NA,15.0474183907097,NA,NA,NA,NA,NA,NA,15.4978457453286,NA,14.9842491342108,16.3017559604713,NA,NA,-0.616744575993231,-2.03061115518907,0.797122003202608,15.7017459504352,-0.942882402025195,-4.6216793083247,0.363023552639934,0.873197270229953,0,0,0.53529375461778,0
"E9PAV3","NACAM_HUMAN","NACA","Nascent polypeptide-associated complex subunit alpha, muscle-specific form","=""NACA""",21.4294217793539,22.0464923745941,21.7682144752157,21.7255622656049,21.4809451299112,21.5265200670116,21.7155084908254,21.8362141418479,21.7367858091248,21.9975693075122,21.773515507582,21.4056069763869,21.5163679063436,21.393480340781,21.514415474562,21.6118650485634,22.7161211287306,22.0847326870832,21.811556937651,21.83112851176,21.1244766051712,21.6412867953155,22.1445411485032,21.8431204955191,21.6054258744293,21.7436860411253,21.7303337467192,22.0441158345775,21.8109511765065,21.7518535787581,21.8320452205763,22.5432237520025,21.8965435096197,21.7711080293607,21.4167036267488,21.6210668960193,22.1690403646711,21.5890479665286,21.8162138611226,21.7786765671601,21.8265946670646,22.0346516914679,22.0930855756831,21.8637773867595,20.8827394800928,0.158363415877702,-0.182194428869449,0.498921260624853,21.7665852055988,0.937828726811171,-4.78001095730418,0.353578710732155,0.872402273471015,0,0,0.848196972005437,0
