contrast,flag,uniprot_id,gene,logFC_lm,FDR_lm,pi_lm,logFC_lp,FDR_lp,pi_lp
Acute_HR,limma_only,Q12906,ILF3,1.44165666054583,0.0373144212554001,1.17891448329075e-6,0.771340170418199,0.218148421973884,0.00357800597181897
Acute_HR,limma_only,O60506,SYNCRIP,0.72692544579591,0.0732246689291005,0.00196763306977398,0.5089110811408339,0.4448828264460552,0.05194850097183343
Acute_LR,limpa_only,P35611,ADD1,1.5458783657535,0.181925148345832,2.7016872705766e-4,1.1328238346340456,0.00717767992585241,2.4635176520341577e-5
Acute_LR,limpa_only,P53384,NUBP1,-0.961829480848802,0.133007499101747,0.00347658650853845,-0.9547587169050792,0.00717767992585241,1.4076387010128876e-4
Acute_LR,limpa_only,Q13405,MRPL49,-1.16536677993676,0.148673154008333,0.00143433676331138,-0.9811735451802585,0.00726654569632096,1.2007300055510995e-4
Acute_LR,limpa_only,P02788,LTF,4.54103363745918,0.473265065141883,2.06893751312344e-7,2.7691452523522138,0.00743277019137928,1.0140025132294328e-11
Acute_LR,limpa_only,Q9NWU5,MRPL22,-0.842702169944756,0.329201772512811,0.0280125027472403,-0.5665247914695595,0.01416370187654775,0.00844151219683094
Acute_LR,limpa_only,Q00013,MPP1,1.18565362247947,0.133007499101747,0.00108498789892774,1.0172352534621218,0.01924859902147365,2.846857698967639e-4
Acute_LR,limpa_only,P02751,FN1,1.00830067958988,0.257589681773595,0.0086259121612432,0.9520132994448822,0.01950917832151969,5.016856374355907e-4
Acute_LR,limpa_only,P07910,HNRNPC,1.2344262639061,0.322668088583771,0.00502800768019107,1.1543556473904104,0.01950917832151969,1.0636215822350816e-4
Acute_LR,limpa_only,P51668,UBE2D1,-0.938725077172542,0.3759236715527,0.0243996504308893,-0.7387428404963501,0.01950917832151969,0.00285452196491382
Acute_LR,limpa_only,O43674,NDUFB5,-0.598372742744399,0.590868419238607,0.172315829458983,-0.7878755190660058,0.02091802923044157,0.00209613842397478
Acute_LR,limpa_only,P06748,NPM1,0.654149372059166,0.21067018127023,0.0365359163437694,0.7466375411319071,0.02139082274896382,0.00306151561046654
Acute_LR,limpa_only,Q14141,SEPTIN6,2.23303195364711,0.133007499101747,2.62823385019648e-6,1.6694139332399018,0.02332297477275019,2.882934202837544e-6
Acute_LR,limpa_only,O75935,DCTN3,-0.709034309032639,0.337668944211465,0.0511323471531561,-0.749920908894417,0.0296288557226886,0.00402829349348744
Acute_LR,limpa_only,Q9Y2Q5,LAMTOR2,-0.521068304563627,0.426199150801281,0.148399115651379,-0.658301061711331,0.03117354920715149,0.00829787278452845
Acute_LR,limpa_only,Q9NTJ4,MAN2C1,-0.465084799389345,0.532319184376965,0.229751753917673,-0.6030074705955695,0.03206562644274131,0.01279886244658539
Acute_LR,limpa_only,P48729,CSNK1A1,0.854333902504568,0.311116415809318,0.0238484248015018,0.8497225766244583,0.03330843399954087,0.0022670370767289
Acute_LR,limpa_only,Q9BS40,LXN,1.60600618246173,0.322668088583771,0.00102779596140191,1.2999290617259085,0.03330843399954087,9.24934869625939e-5
Acute_LR,limpa_only,Q6JBY9,RCSD1,-0.584451954971151,0.170769045557956,0.0421586112081359,-0.6335125494495237,0.03550683842304455,0.01141854192626647
Acute_LR,limma_only,Q9NRV9,HEBP1,1.89164921778817,0.0358244326178725,3.9069990887588e-7,0.3880342550881348,0.3322573270522884,0.2891848281293404
Acute_LR,limpa_only,Q01518,CAP1,0.968363949430856,0.133007499101747,0.00361249904202561,0.921063407332376,0.03737141125730292,0.00166412331434334
