uniprot_id,logFC,CI.L,CI.R,average_intensity,t,B,P.Value,adj.P.Val,sig.PVal,sig.FDR,pi_score,sig_pi,contrast,gene,protein,description
A0FGR8,0.36232886886251237,-1.6491177346678478,2.3737754723928726,15.012818824873337,0.36401489859424996,-5.1865296149917235,0.7177558771010055,0.9362094572440237,0,0,0.8867806772492002,0,Training_HR,ESYT2,ESYT2_HUMAN,Extended synaptotagmin-2
A1L0T0,-0.09042900823798483,-2.444809275170489,2.263951258694519,14.316951184673371,-0.0776168275458687,-5.233233460339761,0.9385181718304754,0.9801487783040784,-0,-0,0.9942784335332706,0,Training_HR,ILVBL,ILVBL_HUMAN,Acetolactate synthase-like protein
A5D6W6,0.43870812623034183,-1.5456959342576009,2.4231121867182845,15.603767431858056,0.4467559044111914,-5.161834725544081,0.6574506333874364,0.9229241340097187,0,0,0.8319458946321484,0,Training_HR,FITM1,FITM1_HUMAN,Fat storage-inducing transmembrane protein 1
A5YM72,0.2687861880303757,-1.4579040986694853,1.9954764747302367,21.07596299237723,0.3145699484378715,-5.198900685343291,0.7547162563744617,0.9438931544102768,0,0,0.9271498830451995,0,Training_HR,CARNS1,CRNS1_HUMAN,Carnosine synthase 1
A6NCE7,-0.08877190161434001,-0.8932491329598609,0.7157053297311808,18.977108112781217,-0.222955474014973,-5.217083765807811,0.8246942681466147,0.967586839360137,-0,-0,0.9830354245750279,0,Training_HR,MAP1LC3B2,MP3B2_HUMAN,Microtubule-associated proteins 1A/1B light chain 3 beta 2
A6NDG6,0.14125107451515362,-0.18572151486300387,0.4682236638933111,22.740815653172703,0.8728104033515882,-4.956940275440749,0.38792118774703066,0.8674070645799539,0,0,0.8748016179432032,0,Training_HR,PGP,PGP_HUMAN,Glycerol-3-phosphate phosphatase
A6NNS2,-0.44065378479725226,-0.9734651593731134,0.09215758977860888,22.53890440594911,-1.670950241684974,-4.245844292512837,0.10245648121735207,0.7115658915315001,-0,-0,0.3664295233887322,0,Training_HR,DHRS7C,DRS7C_HUMAN,Dehydrogenase/reductase SDR family member 7C
A8MU46,-0.2020405803487364,-0.7441408786049126,0.34005971790743983,23.345289989851455,-0.7530060431632261,-5.0275230041356815,0.4558091076616537,0.8802214112627735,-0,-0,0.8532186090704169,0,Training_HR,SMTNL1,SMTL1_HUMAN,Smoothelin-like protein 1
A8MXV4,0.6856798484039057,-1.0370358036034033,2.4083955004112148,13.769356477509238,0.8043267554454856,-4.998487957530732,0.4259428378773148,0.8794002731321549,0,0,0.5569980430697751,0,Training_HR,NUDT19,NUD19_HUMAN,Nucleoside diphosphate-linked moiety X motif 19
E9PAV3,0.16426852993390995,-0.16420306870432866,0.49274012857214855,21.756531610102986,1.0104063034575077,-4.863701811272046,0.318310137229172,0.8540035183867795,0,0,0.8285791057676168,0,Training_HR,NACA,NACAM_HUMAN,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form"
L0R6Q1,2.6134015192890754,1.2091801455392492,4.017622893038902,15.502355878051839,3.7609303363009334,-0.946911023294053,5.400136688549601e-4,0.3641814704274101,1,0,2.887098603583715e-9,1,Training_HR,SLC35A4,S35U4_HUMAN,SLC35A4 upstream open reading frame protein
O00151,-0.16896092737552593,-0.8618917363000219,0.5239698815489701,22.549285846505196,-0.49264708091368775,-5.146004260505516,0.6249270967622386,0.922278340666131,-0,-0,0.9236408635606624,0,Training_HR,PDLIM1,PDLI1_HUMAN,PDZ and LIM domain protein 1
O00159,-1.1099657825650269,-2.2650868161937345,0.04515525106368079,19.98546875252513,-1.9418104224518207,-3.9185844227489177,0.059195773855743046,0.6996464192579627,-1,-0,0.04337951465947195,-1,Training_HR,MYO1C,MYO1C_HUMAN,Unconventional myosin-Ic
O00168,0.5423722813479888,-1.6315775514260502,2.7163221141220277,14.641917894750518,0.5041650051742368,-5.141777249896028,0.6168995543752263,0.922278340666131,0,0,0.7695168539633144,0,Training_HR,FXYD1,PLM_HUMAN,Phospholemman
O00186,-0.27615636553008116,-1.2718826003424333,0.7195698692822711,18.744041183064496,-0.5604405602925521,-5.119806784483772,0.5782890771017977,0.9129359618526298,-0,-0,0.8596364553649618,0,Training_HR,STXBP3,STXB3_HUMAN,Syntaxin-binding protein 3
O00217,0.363372563782832,-0.08241025325667439,0.8091553808223384,22.286120543628403,1.646904094333922,-4.2729695363147195,0.10733043628011446,0.7227152133356388,0,0,0.4444176445350824,0,Training_HR,NDUFS8,NDUS8_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial"
O00231,0.009037125689641101,-0.24358469649933157,0.26165894787861377,20.405146508166784,0.07227680721596895,-5.233529916446133,0.9427380238396363,0.9810270544456371,0,0,0.999467251159043,0,Training_HR,PSMD11,PSD11_HUMAN,26S proteasome non-ATPase regulatory subunit 11
O00232,-0.17693732721470923,-0.4628843548545098,0.10900970042509134,20.101749922368143,-1.2501823883665886,-4.671061904526578,0.21842135925538894,0.7796989580772938,-0,-0,0.7640057759236576,0,Training_HR,PSMD12,PSD12_HUMAN,26S proteasome non-ATPase regulatory subunit 12
O00233,-0.421116150095294,-0.8951138974766064,0.05288159728601832,17.980427135452324,-1.795002757081312,-4.100766178832875,0.08013209997315059,0.6996464192579627,-1,-0,0.34544206703584696,0,Training_HR,PSMD9,PSMD9_HUMAN,26S proteasome non-ATPase regulatory subunit 9
