unmerged_color,merged_color
2,blue
3,brown
6,red
0,grey
6,red
3,brown
7,black
5,green
2,blue
7,black
7,black
2,blue
0,grey
3,brown
4,yellow
0,grey
3,brown
0,grey
6,red
1,turquoise
11,greenyellow
3,brown
0,grey
5,green
3,brown
9,magenta
6,red
7,black
0,grey
6,red
1,turquoise
6,red
6,red
6,red
1,turquoise
1,turquoise
6,red
0,grey
9,magenta
6,red
11,greenyellow
11,greenyellow
4,yellow
1,turquoise
2,blue
2,blue
0,grey
0,grey
5,green
5,green
0,grey
2,blue
4,yellow
9,magenta
0,grey
5,green
0,grey
10,purple
0,grey
1,turquoise
8,pink
1,turquoise
9,magenta
0,grey
2,blue
0,grey
4,yellow
0,grey
0,grey
5,green
6,red
3,brown
2,blue
4,yellow
3,brown
3,brown
0,grey
0,grey
3,brown
6,red
4,yellow
0,grey
1,turquoise
1,turquoise
5,green
3,brown
0,grey
2,blue
2,blue
9,magenta
1,turquoise
5,green
7,black
5,green
7,black
7,black
7,black
7,black
7,black
3,brown
1,turquoise
2,blue
1,turquoise
3,brown
2,blue
2,blue
2,blue
1,turquoise
5,green
9,magenta
3,brown
1,turquoise
1,turquoise
2,blue
4,yellow
2,blue
1,turquoise
9,magenta
2,blue
1,turquoise
0,grey
7,black
9,magenta
10,purple
7,black
4,yellow
4,yellow
4,yellow
4,yellow
4,yellow
4,yellow
4,yellow
4,yellow
6,red
11,greenyellow
1,turquoise
6,red
1,turquoise
2,blue
4,yellow
9,magenta
1,turquoise
4,yellow
11,greenyellow
11,greenyellow
2,blue
5,green
0,grey
0,grey
0,grey
8,pink
1,turquoise
7,black
0,grey
6,red
11,greenyellow
5,green
3,brown
5,green
3,brown
1,turquoise
3,brown
3,brown
6,red
2,blue
0,grey
5,green
1,turquoise
1,turquoise
1,turquoise
10,purple
10,purple
6,red
5,green
5,green
3,brown
1,turquoise
2,blue
0,grey
2,blue
0,grey
2,blue
2,blue
1,turquoise
2,blue
1,turquoise
0,grey
7,black
11,greenyellow
5,green
8,pink
0,grey
8,pink
1,turquoise
9,magenta
2,blue
3,brown
5,green
6,red
8,pink
2,blue
1,turquoise
8,pink
10,purple
3,brown
3,brown
1,turquoise
7,black
9,magenta
6,red
0,grey
10,purple
7,black
0,grey
0,grey
0,grey
0,grey
0,grey
3,brown
10,purple
10,purple
1,turquoise
9,magenta
6,red
4,yellow
9,magenta
2,blue
9,magenta
0,grey
1,turquoise
4,yellow
2,blue
8,pink
7,black
4,yellow
1,turquoise
0,grey
1,turquoise
1,turquoise
0,grey
3,brown
3,brown
1,turquoise
11,greenyellow
5,green
4,yellow
2,blue
10,purple
5,green
5,green
0,grey
2,blue
5,green
0,grey
8,pink
0,grey
5,green
0,grey
1,turquoise
8,pink
9,magenta
1,turquoise
9,magenta
9,magenta
1,turquoise
3,brown
5,green
3,brown
5,green
3,brown
5,green
5,green
5,green
3,brown
1,turquoise
0,grey
2,blue
0,grey
5,green
5,green
2,blue
8,pink
8,pink
8,pink
8,pink
1,turquoise
0,grey
8,pink
8,pink
8,pink
5,green
2,blue
8,pink
1,turquoise
5,green
5,green
0,grey
0,grey
10,purple
2,blue
5,green
1,turquoise
3,brown
8,pink
5,green
6,red
0,grey
5,green
0,grey
2,blue
4,yellow
2,blue
4,yellow
1,turquoise
10,purple
10,purple
10,purple
0,grey
6,red
3,brown
2,blue
2,blue
1,turquoise
9,magenta
1,turquoise
2,blue
1,turquoise
0,grey
10,purple
7,black
0,grey
2,blue
2,blue
1,turquoise
0,grey
3,brown
3,brown
9,magenta
9,magenta
9,magenta
2,blue
2,blue
5,green
3,brown
3,brown
5,green
3,brown
2,blue
5,green
0,grey
9,magenta
6,red
4,yellow
2,blue
8,pink
0,grey
1,turquoise
8,pink
3,brown
3,brown
11,greenyellow
7,black
9,magenta
10,purple
6,red
9,magenta
3,brown
9,magenta
1,turquoise
6,red
0,grey
0,grey
5,green
10,purple
10,purple
1,turquoise
0,grey
2,blue
5,green
2,blue
10,purple
2,blue
1,turquoise
5,green
5,green
6,red
6,red
6,red
10,purple
1,turquoise
3,brown
3,brown
3,brown
3,brown
1,turquoise
8,pink
2,blue
7,black
4,yellow
0,grey
1,turquoise
8,pink
1,turquoise
1,turquoise
0,grey
3,brown
1,turquoise
2,blue
4,yellow
1,turquoise
1,turquoise
0,grey
4,yellow
6,red
6,red
1,turquoise
2,blue
1,turquoise
6,red
0,grey
10,purple
0,grey
0,grey
5,green
5,green
10,purple
0,grey
9,magenta
0,grey
0,grey
9,magenta
10,purple
2,blue
6,red
5,green
3,brown
1,turquoise
8,pink
2,blue
11,greenyellow
1,turquoise
9,magenta
4,yellow
8,pink
8,pink
1,turquoise
2,blue
0,grey
4,yellow
1,turquoise
2,blue
0,grey
2,blue
3,brown
2,blue
0,grey
0,grey
0,grey
1,turquoise
5,green
3,brown
0,grey
6,red
6,red
4,yellow
0,grey
0,grey
0,grey
9,magenta
2,blue
0,grey
0,grey
10,purple
6,red
4,yellow
8,pink
1,turquoise
7,black
0,grey
1,turquoise
1,turquoise
0,grey
0,grey
2,blue
6,red
2,blue
4,yellow
0,grey
3,brown
0,grey
1,turquoise
6,red
5,green
7,black
7,black
2,blue
8,pink
1,turquoise
0,grey
5,green
9,magenta
9,magenta
8,pink
3,brown
3,brown
2,blue
6,red
3,brown
3,brown
6,red
4,yellow
8,pink
8,pink
8,pink
6,red
6,red
3,brown
6,red
6,red
1,turquoise
3,brown
8,pink
8,pink
8,pink
6,red
6,red
1,turquoise
3,brown
6,red
5,green
9,magenta
0,grey
4,yellow
9,magenta
0,grey
9,magenta
3,brown
3,brown
3,brown
0,grey
0,grey
3,brown
3,brown
3,brown
3,brown
2,blue
5,green
3,brown
5,green
10,purple
7,black
2,blue
9,magenta
9,magenta
7,black
0,grey
4,yellow
0,grey
0,grey
1,turquoise
0,grey
9,magenta
9,magenta
10,purple
10,purple
4,yellow
2,blue
9,magenta
0,grey
9,magenta
6,red
8,pink
8,pink
6,red
0,grey
3,brown
4,yellow
2,blue
0,grey
2,blue
1,turquoise
1,turquoise
2,blue
3,brown
5,green
0,grey
0,grey
2,blue
1,turquoise
1,turquoise
11,greenyellow
2,blue
11,greenyellow
0,grey
2,blue
6,red
7,black
1,turquoise
0,grey
5,green
0,grey
0,grey
3,brown
3,brown
2,blue
3,brown
6,red
5,green
1,turquoise
2,blue
4,yellow
1,turquoise
5,green
0,grey
0,grey
0,grey
0,grey
0,grey
0,grey
0,grey
4,yellow
2,blue
0,grey
7,black
5,green
1,turquoise
5,green
0,grey
6,red
1,turquoise
6,red
3,brown
3,brown
3,brown
2,blue
6,red
8,pink
0,grey
0,grey
9,magenta
2,blue
5,green
3,brown
6,red
2,blue
7,black
5,green
2,blue
10,purple
7,black
7,black
0,grey
0,grey
2,blue
0,grey
0,grey
11,greenyellow
6,red
2,blue
1,turquoise
10,purple
8,pink
0,grey
4,yellow
11,greenyellow
2,blue
6,red
11,greenyellow
6,red
1,turquoise
0,grey
2,blue
6,red
2,blue
10,purple
4,yellow
4,yellow
4,yellow
5,green
1,turquoise
0,grey
10,purple
1,turquoise
10,purple
2,blue
5,green
1,turquoise
10,purple
1,turquoise
0,grey
3,brown
1,turquoise
5,green
5,green
3,brown
2,blue
2,blue
4,yellow
5,green
1,turquoise
1,turquoise
4,yellow
1,turquoise
1,turquoise
4,yellow
9,magenta
4,yellow
5,green
2,blue
0,grey
4,yellow
5,green
8,pink
0,grey
4,yellow
11,greenyellow
2,blue
0,grey
7,black
4,yellow
1,turquoise
0,grey
0,grey
2,blue
2,blue
7,black
7,black
0,grey
5,green
2,blue
0,grey
8,pink
0,grey
1,turquoise
1,turquoise
0,grey
3,brown
1,turquoise
6,red
6,red
0,grey
2,blue
1,turquoise
4,yellow
1,turquoise
4,yellow
4,yellow
4,yellow
1,turquoise
1,turquoise
1,turquoise
2,blue
0,grey
1,turquoise
11,greenyellow
1,turquoise
0,grey
2,blue
0,grey
4,yellow
0,grey
0,grey
8,pink
4,yellow
8,pink
3,brown
0,grey
2,blue
9,magenta
0,grey
4,yellow
4,yellow
4,yellow
4,yellow
2,blue
4,yellow
4,yellow
3,brown
10,purple
4,yellow
4,yellow
1,turquoise
9,magenta
1,turquoise
2,blue
4,yellow
4,yellow
1,turquoise
0,grey
3,brown
7,black
7,black
7,black
7,black
11,greenyellow
7,black
8,pink
7,black
7,black
7,black
7,black
7,black
7,black
3,brown
7,black
3,brown
7,black
7,black
7,black
7,black
7,black
2,blue
10,purple
8,pink
1,turquoise
9,magenta
0,grey
7,black
7,black
7,black
7,black
7,black
7,black
7,black
2,blue
8,pink
1,turquoise
3,brown
0,grey
3,brown
3,brown
1,turquoise
5,green
9,magenta
8,pink
9,magenta
9,magenta
3,brown
5,green
4,yellow
4,yellow
4,yellow
4,yellow
4,yellow
4,yellow
0,grey
1,turquoise
2,blue
4,yellow
4,yellow
1,turquoise
4,yellow
2,blue
9,magenta
0,grey
4,yellow
4,yellow
4,yellow
4,yellow
2,blue
4,yellow
4,yellow
4,yellow
4,yellow
4,yellow
4,yellow
4,yellow
4,yellow
4,yellow
4,yellow
4,yellow
1,turquoise
4,yellow
4,yellow
4,yellow
4,yellow
4,yellow
7,black
2,blue
2,blue
8,pink
2,blue
3,brown
5,green
2,blue
7,black
2,blue
9,magenta
3,brown
9,magenta
2,blue
0,grey
1,turquoise
4,yellow
6,red
5,green
1,turquoise
3,brown
4,yellow
2,blue
6,red
6,red
5,green
5,green
1,turquoise
8,pink
9,magenta
0,grey
2,blue
5,green
1,turquoise
1,turquoise
1,turquoise
10,purple
9,magenta
10,purple
0,grey
1,turquoise
1,turquoise
3,brown
0,grey
2,blue
1,turquoise
5,green
0,grey
1,turquoise
7,black
4,yellow
9,magenta
1,turquoise
1,turquoise
1,turquoise
4,yellow
0,grey
1,turquoise
0,grey
2,blue
0,grey
8,pink
6,red
5,green
3,brown
4,yellow
2,blue
3,brown
8,pink
1,turquoise
8,pink
5,green
3,brown
5,green
6,red
2,blue
6,red
5,green
0,grey
0,grey
5,green
2,blue
1,turquoise
8,pink
0,grey
1,turquoise
0,grey
1,turquoise
9,magenta
5,green
2,blue
3,brown
9,magenta
4,yellow
5,green
10,purple
9,magenta
2,blue
2,blue
3,brown
3,brown
2,blue
2,blue
4,yellow
4,yellow
3,brown
3,brown
3,brown
4,yellow
0,grey
3,brown
5,green
7,black
7,black
10,purple
4,yellow
2,blue
1,turquoise
2,blue
0,grey
10,purple
10,purple
10,purple
9,magenta
4,yellow
2,blue
2,blue
0,grey
6,red
2,blue
0,grey
10,purple
6,red
1,turquoise
6,red
0,grey
7,black
9,magenta
9,magenta
2,blue
2,blue
4,yellow
10,purple
10,purple
10,purple
10,purple
5,green
2,blue
1,turquoise
0,grey
1,turquoise
6,red
1,turquoise
0,grey
2,blue
10,purple
1,turquoise
10,purple
10,purple
7,black
4,yellow
0,grey
3,brown
10,purple
1,turquoise
9,magenta
1,turquoise
1,turquoise
3,brown
5,green
0,grey
1,turquoise
6,red
10,purple
9,magenta
0,grey
4,yellow
2,blue
9,magenta
6,red
6,red
6,red
3,brown
0,grey
5,green
9,magenta
2,blue
5,green
3,brown
0,grey
2,blue
1,turquoise
1,turquoise
0,grey
1,turquoise
1,turquoise
10,purple
0,grey
9,magenta
2,blue
3,brown
0,grey
1,turquoise
0,grey
2,blue
0,grey
5,green
10,purple
10,purple
1,turquoise
4,yellow
3,brown
6,red
0,grey
5,green
1,turquoise
3,brown
0,grey
11,greenyellow
1,turquoise
1,turquoise
5,green
4,yellow
1,turquoise
1,turquoise
5,green
1,turquoise
4,yellow
5,green
1,turquoise
7,black
0,grey
2,blue
6,red
1,turquoise
1,turquoise
11,greenyellow
2,blue
3,brown
5,green
1,turquoise
5,green
1,turquoise
0,grey
2,blue
2,blue
2,blue
2,blue
2,blue
0,grey
0,grey
10,purple
10,purple
1,turquoise
1,turquoise
1,turquoise
1,turquoise
0,grey
3,brown
1,turquoise
5,green
0,grey
1,turquoise
1,turquoise
0,grey
2,blue
6,red
10,purple
1,turquoise
0,grey
1,turquoise
6,red
6,red
1,turquoise
0,grey
2,blue
1,turquoise
1,turquoise
0,grey
2,blue
1,turquoise
1,turquoise
3,brown
2,blue
5,green
2,blue
1,turquoise
1,turquoise
7,black
1,turquoise
1,turquoise
2,blue
2,blue
10,purple
1,turquoise
9,magenta
2,blue
3,brown
1,turquoise
3,brown
2,blue
2,blue
3,brown
0,grey
2,blue
1,turquoise
0,grey
2,blue
1,turquoise
1,turquoise
2,blue
2,blue
3,brown
1,turquoise
5,green
9,magenta
6,red
8,pink
5,green
5,green
7,black
6,red
6,red
2,blue
5,green
1,turquoise
2,blue
7,black
2,blue
5,green
1,turquoise
2,blue
6,red
6,red
3,brown
0,grey
10,purple
6,red
9,magenta
1,turquoise
1,turquoise
5,green
5,green
1,turquoise
0,grey
5,green
2,blue
2,blue
2,blue
5,green
3,brown
2,blue
1,turquoise
0,grey
6,red
2,blue
9,magenta
7,black
8,pink
8,pink
8,pink
8,pink
8,pink
8,pink
8,pink
8,pink
8,pink
8,pink
8,pink
8,pink
4,yellow
8,pink
4,yellow
8,pink
4,yellow
8,pink
8,pink
7,black
0,grey
8,pink
4,yellow
8,pink
8,pink
8,pink
1,turquoise
8,pink
8,pink
8,pink
8,pink
1,turquoise
8,pink
1,turquoise
1,turquoise
1,turquoise
2,blue
8,pink
4,yellow
0,grey
1,turquoise
8,pink
8,pink
0,grey
8,pink
8,pink
1,turquoise
5,green
8,pink
0,grey
8,pink
0,grey
4,yellow
2,blue
8,pink
8,pink
0,grey
8,pink
1,turquoise
8,pink
9,magenta
1,turquoise
2,blue
8,pink
8,pink
6,red
4,yellow
11,greenyellow
8,pink
3,brown
1,turquoise
1,turquoise
2,blue
5,green
1,turquoise
2,blue
0,grey
5,green
2,blue
11,greenyellow
7,black
3,brown
11,greenyellow
3,brown
3,brown
3,brown
3,brown
3,brown
6,red
6,red
6,red
4,yellow
2,blue
1,turquoise
1,turquoise
0,grey
1,turquoise
1,turquoise
1,turquoise
0,grey
0,grey
2,blue
1,turquoise
0,grey
9,magenta
9,magenta
0,grey
0,grey
1,turquoise
3,brown
2,blue
3,brown
1,turquoise
2,blue
0,grey
11,greenyellow
1,turquoise
6,red
1,turquoise
3,brown
0,grey
2,blue
0,grey
6,red
6,red
6,red
4,yellow
3,brown
5,green
8,pink
0,grey
4,yellow
7,black
8,pink
2,blue
9,magenta
0,grey
3,brown
6,red
5,green
2,blue
9,magenta
0,grey
8,pink
1,turquoise
9,magenta
6,red
2,blue
1,turquoise
2,blue
4,yellow
4,yellow
4,yellow
0,grey
9,magenta
4,yellow
4,yellow
0,grey
4,yellow
6,red
2,blue
1,turquoise
6,red
4,yellow
9,magenta
5,green
4,yellow
2,blue
2,blue
1,turquoise
10,purple
10,purple
7,black
4,yellow
6,red
1,turquoise
3,brown
8,pink
4,yellow
10,purple
2,blue
0,grey
3,brown
5,green
4,yellow
2,blue
0,grey
11,greenyellow
0,grey
3,brown
4,yellow
0,grey
8,pink
1,turquoise
3,brown
3,brown
6,red
6,red
6,red
6,red
2,blue
2,blue
0,grey
2,blue
2,blue
3,brown
8,pink
1,turquoise
1,turquoise
5,green
0,grey
3,brown
0,grey
0,grey
10,purple
0,grey
0,grey
0,grey
6,red
0,grey
2,blue
0,grey
11,greenyellow
5,green
5,green
2,blue
5,green
9,magenta
9,magenta
4,yellow
0,grey
5,green
0,grey
3,brown
7,black
6,red
5,green
0,grey
7,black
7,black
7,black
7,black
10,purple
1,turquoise
4,yellow
2,blue
11,greenyellow
3,brown
6,red
0,grey
0,grey
2,blue
2,blue
6,red
5,green
7,black
6,red
7,black
4,yellow
5,green
3,brown
6,red
0,grey
6,red
9,magenta
3,brown
0,grey
2,blue
2,blue
4,yellow
1,turquoise
0,grey
9,magenta
4,yellow
1,turquoise
1,turquoise
6,red
6,red
3,brown
2,blue
8,pink
8,pink
3,brown
1,turquoise
7,black
3,brown
2,blue
4,yellow
1,turquoise
4,yellow
1,turquoise
5,green
8,pink
1,turquoise
5,green
0,grey
7,black
7,black
3,brown
3,brown
5,green
7,black
7,black
7,black
7,black
7,black
7,black
5,green
0,grey
7,black
3,brown
1,turquoise
4,yellow
8,pink
4,yellow
1,turquoise
1,turquoise
3,brown
2,blue
1,turquoise
7,black
7,black
7,black
3,brown
4,yellow
1,turquoise
3,brown
0,grey
2,blue
2,blue
0,grey
2,blue
1,turquoise
2,blue
1,turquoise
2,blue
1,turquoise
9,magenta
0,grey
2,blue
1,turquoise
1,turquoise
2,blue
6,red
7,black
6,red
3,brown
3,brown
4,yellow
3,brown
3,brown
3,brown
3,brown
9,magenta
0,grey
9,magenta
2,blue
9,magenta
2,blue
5,green
5,green
3,brown
0,grey
3,brown
5,green
3,brown
10,purple
10,purple
0,grey
0,grey
5,green
2,blue
1,turquoise
2,blue
2,blue
1,turquoise
2,blue
5,green
7,black
7,black
9,magenta
5,green
10,purple
2,blue
7,black
2,blue
0,grey
7,black
3,brown
0,grey
2,blue
2,blue
8,pink
2,blue
11,greenyellow
5,green
3,brown
1,turquoise
2,blue
1,turquoise
4,yellow
4,yellow
4,yellow
4,yellow
4,yellow
4,yellow
6,red
2,blue
6,red
2,blue
0,grey
3,brown
1,turquoise
4,yellow
3,brown
3,brown
2,blue
8,pink
5,green
3,brown
1,turquoise
5,green
3,brown
4,yellow
4,yellow
4,yellow
3,brown
1,turquoise
11,greenyellow
2,blue
0,grey
5,green
2,blue
2,blue
0,grey
3,brown
2,blue
2,blue
0,grey
5,green
1,turquoise
2,blue
3,brown
2,blue
0,grey
2,blue
5,green
6,red
5,green
5,green
5,green
5,green
3,brown
1,turquoise
10,purple
6,red
